Campaign_ID,Campaign_Type,Target_Audience,Duration,Channel_Used,Impressions,Clicks,Leads,Conversions,Revenue,Acquisition_Cost,ROI,Language,Engagement_Score,Customer_Segment,Date,ROI_Flag,Audience_Segment_Match,Channel_Count,Month,Month_Number,Quarter,Weekday,Channel_Combo,Duration_Bucket,CTR,Lead_Rate,Conversion_Rate,Impression_To_Conversion,Revenue_Per_Click,Revenue_Per_Conversion,Cost_Per_Conversion,Profit,Profitable_Flag
NY-CMP-27692,Email,Premium Shoppers,7,YouTube,10083,280,114,56,12544,4812.95,-0.95,English,4.46,Working Women,2024-07-11,Loss-Making,False,1,July,7,Q3,Thursday,YouTube,Short,0.027769513041753447,0.40714285714285714,0.49122807017543857,0.00555390260835069,44.8,224.0,85.94553571428571,7731.05,0
NY-CMP-12413,Email,Youth,27,"YouTube, Email, WhatsApp",36377,759,382,213,168483,696.04,0.14,English,3.72,Tier 2 City Customers,2024-07-11,Profitable,False,3,July,7,Q3,Thursday,"Email, WhatsApp, YouTube",Long,0.02086483217417599,0.5032938076416338,0.5575916230366492,0.005855348159551365,221.9802371541502,791.0,3.2677934272300466,167786.96,1
NY-CMP-13896,Email,Youth,5,"Google, Email, Facebook",13007,1747,349,183,64416,1294.84,-0.73,Bengali,17.52,Premium Shoppers,2024-07-11,Loss-Making,False,3,July,7,Q3,Thursday,"Email, Facebook, Google",Short,0.13431229338048742,0.19977103606182026,0.5243553008595988,0.014069347274544477,36.872352604464794,352.0,7.075628415300546,63121.16,0
NY-CMP-1298,Email,Premium Shoppers,14,Google,94198,11282,6768,4987,3520822,53.98,12.08,Tamil,24.46,Premium Shoppers,2024-07-11,Profitable,True,1,July,7,Q3,Thursday,Google,Medium,0.11976899721862459,0.5998936358801631,0.7368498817966903,0.05294167604407737,312.0742776103528,706.0,0.010824142771205133,3520768.02,1
NY-CMP-44188,Email,Working Women,14,Facebook,21224,1514,306,239,104682,1139.03,-0.62,Hindi,9.7,College Students,2024-07-11,Loss-Making,False,1,July,7,Q3,Thursday,Facebook,Medium,0.07133433848473426,0.202113606340819,0.7810457516339869,0.011260836788541274,69.14266842800528,438.0,4.76581589958159,103542.97,0
NY-CMP-55949,Email,Working Women,18,"WhatsApp, Facebook",63191,7390,1802,1170,405990,112.84,2.08,English,16.4,Premium Shoppers,2024-07-11,Profitable,False,2,July,7,Q3,Thursday,"Facebook, WhatsApp",Medium,0.11694703359655648,0.24384303112313938,0.6492785793562708,0.018515294899590133,54.937753721244924,347.0,0.09644444444444444,405877.16,1
NY-CMP-31119,Email,Working Women,30,"Instagram, Facebook",24259,2821,1454,856,512744,161.09,2.72,Hindi,21.15,Working Women,2024-07-11,Profitable,True,2,July,7,Q3,Thursday,"Facebook, Instagram",Long,0.11628673894224824,0.5154200638071605,0.5887207702888583,0.03528587328414197,181.75965969514357,599.0,0.1881892523364486,512582.91,1
NY-CMP-2563,Email,Youth,20,Email,10360,456,146,71,30956,2915.34,-0.85,Tamil,6.5,College Students,2024-07-11,Loss-Making,False,1,July,7,Q3,Thursday,Email,Medium,0.044015444015444015,0.3201754385964912,0.4863013698630137,0.006853281853281853,67.8859649122807,436.0,41.06112676056338,28040.66,0
NY-CMP-52460,Email,Premium Shoppers,26,"Facebook, Instagram, YouTube",21804,819,209,146,92856,774.49,-0.18,English,5.38,Tier 2 City Customers,2024-07-12,Loss-Making,False,3,July,7,Q3,Friday,"Facebook, Instagram, YouTube",Long,0.03756191524490919,0.25518925518925517,0.6985645933014354,0.006696019079068061,113.37728937728937,636.0,5.30472602739726,92081.51,0
NY-CMP-12959,Email,Tier 2 City Customers,29,"Facebook, Google, Email",24549,3374,1707,621,182574,475.85,-0.38,Hindi,23.23,Tier 2 City Customers,2024-07-12,Loss-Making,True,3,July,7,Q3,Friday,"Email, Facebook, Google",Long,0.13743940690048476,0.50592768227623,0.36379613356766255,0.025296346083343517,54.11203319502075,294.0,0.7662640901771337,182098.15,0
NY-CMP-20132,Email,Tier 2 City Customers,7,WhatsApp,12815,1095,380,154,93786,1866.93,-0.67,Bengali,12.71,Youth,2024-07-12,Loss-Making,False,1,July,7,Q3,Friday,WhatsApp,Short,0.08544674209910261,0.3470319634703196,0.4052631578947368,0.01201716738197425,85.64931506849315,609.0,12.122922077922079,91919.07,0
NY-CMP-45823,Email,Youth,8,"Instagram, Google",82243,6215,1522,785,385435,154.83,2.17,Tamil,10.36,Youth,2024-07-12,Profitable,True,2,July,7,Q3,Friday,"Google, Instagram",Short,0.07556874141264303,0.24489139179404665,0.5157687253613666,0.00954488527899031,62.01689460981496,491.0,0.19723566878980894,385280.17,1
NY-CMP-2818,Email,Tier 2 City Customers,7,"Google, Instagram, Email",99224,11608,3091,1459,450831,122.66,1.52,Hindi,16.28,Working Women,2024-07-12,Profitable,False,3,July,7,Q3,Friday,"Email, Google, Instagram",Short,0.1169878255260824,0.26628187456926256,0.47201552895503074,0.014704103845843747,38.83795658166782,309.0,0.08407128169979437,450708.34,1
NY-CMP-47736,Email,Premium Shoppers,22,"Facebook, Email",63473,3218,1694,636,392412,304.89,1.02,English,8.74,Tier 2 City Customers,2024-07-12,Profitable,False,2,July,7,Q3,Friday,"Email, Facebook",Long,0.05069872229136798,0.526413921690491,0.3754427390791027,0.010020008507554393,121.94282162834058,617.0,0.47938679245283017,392107.11,1
NY-CMP-30181,Email,Tier 2 City Customers,19,YouTube,66816,2295,531,265,55385,721.06,-0.71,Bengali,4.63,Youth,2024-07-12,Loss-Making,False,1,July,7,Q3,Friday,YouTube,Medium,0.03434806034482758,0.23137254901960785,0.4990583804143126,0.003966115900383141,24.132897603485837,209.0,2.7209811320754715,54663.94,0
NY-CMP-47638,Email,Tier 2 City Customers,15,YouTube,90347,11194,4998,2159,541909,94.81,1.65,Bengali,20.31,Youth,2024-07-12,Profitable,False,1,July,7,Q3,Friday,YouTube,Medium,0.12390007415852214,0.4464891906378417,0.43197278911564624,0.023896753627679946,48.41066642844381,251.0,0.0439138490041686,541814.19,1
NY-CMP-35173,Email,Working Women,20,Email,58716,6129,2787,1378,990782,101.68,6.07,Tamil,17.53,College Students,2024-07-12,Profitable,False,1,July,7,Q3,Friday,Email,Medium,0.10438381361128142,0.4547234459128732,0.4944384642985289,0.023468901151304584,161.65475607766356,719.0,0.07378809869375907,990680.32,1
NY-CMP-13231,Email,Premium Shoppers,27,"Google, Email, Instagram",56984,5417,1724,1366,553230,64.92,5.24,English,14.93,College Students,2024-07-12,Profitable,False,3,July,7,Q3,Friday,"Email, Google, Instagram",Long,0.09506177172539661,0.31825733800996864,0.7923433874709976,0.02397164116243156,102.12848440095993,405.0,0.04752562225475842,553165.08,1
NY-CMP-47138,Email,Working Women,27,"Google, YouTube",76472,6762,1934,1161,478332,138.97,1.96,English,12.89,Youth,2024-07-12,Profitable,False,2,July,7,Q3,Friday,"Google, YouTube",Long,0.0884245213934512,0.2860100561963916,0.6003102378490176,0.015182027408724761,70.73824312333629,412.0,0.11969853574504737,478193.03,1
NY-CMP-9246,Email,Premium Shoppers,23,"Facebook, Google, Instagram",24303,2077,493,208,53872,363.95,-0.29,Tamil,11.43,College Students,2024-07-12,Loss-Making,False,3,July,7,Q3,Friday,"Facebook, Google, Instagram",Long,0.08546270007817965,0.23736157920077033,0.42190669371196754,0.008558614162860552,25.93740972556572,259.0,1.7497596153846153,53508.05,0
NY-CMP-6829,Email,Tier 2 City Customers,10,"Facebook, YouTube",10145,730,383,161,93702,1742.17,-0.67,Tamil,12.56,College Students,2024-07-12,Loss-Making,False,2,July,7,Q3,Friday,"Facebook, YouTube",Short,0.07195662888122227,0.5246575342465754,0.42036553524804177,0.01586988664366683,128.35890410958905,582.0,10.820931677018635,91959.83,0
NY-CMP-54266,Email,Tier 2 City Customers,23,"YouTube, Email, WhatsApp",82902,7163,2173,1321,771464,142.69,3.09,English,12.85,Tier 2 City Customers,2024-07-12,Profitable,True,3,July,7,Q3,Friday,"Email, WhatsApp, YouTube",Long,0.08640322308267594,0.30336451207594584,0.6079153244362633,0.01593447685218692,107.70124249616083,584.0,0.10801665404996215,771321.31,1
NY-CMP-31214,Email,Tier 2 City Customers,30,"Email, WhatsApp, Google",36381,4287,1723,800,228800,244.77,0.17,Tamil,18.72,College Students,2024-07-12,Profitable,False,3,July,7,Q3,Friday,"Email, Google, WhatsApp",Long,0.11783623319864765,0.40191275950548166,0.4643064422518862,0.02198950001374344,53.37065547002566,286.0,0.3059625,228555.23,1
NY-CMP-44798,Email,Premium Shoppers,20,YouTube,84658,11021,2204,915,661545,150.73,3.8,Tamil,16.7,Tier 2 City Customers,2024-07-12,Profitable,False,1,July,7,Q3,Friday,YouTube,Medium,0.13018261711828769,0.19998185282642228,0.41515426497277674,0.010808192964634176,60.025859722348244,723.0,0.16473224043715845,661394.27,1
NY-CMP-15624,Email,Youth,20,"YouTube, Google",32119,3118,1868,1464,1016016,102.39,5.78,Bengali,20.08,College Students,2024-07-12,Profitable,False,2,July,7,Q3,Friday,"Google, YouTube",Medium,0.09707649677760827,0.5991019884541373,0.7837259100642399,0.04558049752482954,325.855035279025,694.0,0.06993852459016393,1015913.61,1
NY-CMP-19473,Email,Youth,16,"YouTube, WhatsApp",55677,5447,3134,2415,1861965,33.64,21.92,English,19.75,Premium Shoppers,2024-07-12,Profitable,False,2,July,7,Q3,Friday,"WhatsApp, YouTube",Medium,0.09783213894426783,0.5753625849091243,0.7705807275047862,0.0433751818524705,341.83311914815494,771.0,0.0139296066252588,1861931.36,1
NY-CMP-40677,Email,Tier 2 City Customers,21,"Google, Email",94443,3664,1946,1165,718805,73.9,7.35,Tamil,7.17,College Students,2024-07-12,Profitable,False,2,July,7,Q3,Friday,"Email, Google",Long,0.038795887466514196,0.5311135371179039,0.5986639260020555,0.012335482777971899,196.180403930131,617.0,0.0634334763948498,718731.1,1
NY-CMP-25291,Email,Youth,19,YouTube,81086,11464,3899,1665,629370,113.22,2.34,Bengali,21.0,Tier 2 City Customers,2024-07-12,Profitable,False,1,July,7,Q3,Friday,YouTube,Medium,0.1413807562341218,0.34010816468946264,0.4270325724544755,0.02053375428557334,54.89968597348221,378.0,0.068,629256.78,1
NY-CMP-22650,Email,Youth,19,"YouTube, Email",94981,2075,923,503,363166,491.05,0.47,Hindi,3.69,Working Women,2024-07-12,Profitable,False,2,July,7,Q3,Friday,"Email, YouTube",Medium,0.02184647455806951,0.4448192771084337,0.5449620801733478,0.0052957960013055244,175.0197590361446,722.0,0.9762425447316103,362674.95,1
NY-CMP-41732,Email,Premium Shoppers,21,"YouTube, Instagram",42471,5736,2116,1184,310208,69.18,2.79,Tamil,21.28,Premium Shoppers,2024-07-12,Profitable,True,2,July,7,Q3,Friday,"Instagram, YouTube",Long,0.1350568623295896,0.3688981868898187,0.5595463137996219,0.02787784605966424,54.08089260808926,262.0,0.05842905405405406,310138.82,1
NY-CMP-10209,Email,Tier 2 City Customers,26,YouTube,13529,1939,1144,773,438291,96.35,4.88,Hindi,28.5,Youth,2024-07-12,Profitable,False,1,July,7,Q3,Friday,YouTube,Long,0.14332175327075172,0.589994842702424,0.6756993006993007,0.05713652154630793,226.03971119133573,567.0,0.12464424320827942,438194.65,1
NY-CMP-52098,Email,Working Women,12,"Email, Facebook",33475,2352,824,646,474810,191.21,2.84,Bengali,11.42,College Students,2024-07-12,Profitable,False,2,July,7,Q3,Friday,"Email, Facebook",Medium,0.07026138909634055,0.35034013605442177,0.7839805825242718,0.01929798356982823,201.875,735.0,0.29599071207430344,474618.79,1
NY-CMP-45940,Email,Premium Shoppers,22,Facebook,67271,9236,2229,1371,453801,122.53,1.7,Bengali,19.08,Working Women,2024-07-12,Profitable,False,1,July,7,Q3,Friday,Facebook,Long,0.1372954170444917,0.2413382416630576,0.6150740242261103,0.020380253006496114,49.13393243828497,331.0,0.08937272064186726,453678.47,1
NY-CMP-16568,Email,Premium Shoppers,28,YouTube,55176,1256,440,150,53550,1804.19,-0.8,English,3.35,Working Women,2024-07-12,Loss-Making,False,1,July,7,Q3,Friday,YouTube,Long,0.022763520371175874,0.3503184713375796,0.3409090909090909,0.0027185732927359724,42.63535031847134,357.0,12.027933333333333,51745.81,0
NY-CMP-14917,Email,Premium Shoppers,29,"WhatsApp, Facebook, Email",61736,3115,1155,435,235770,294.34,0.84,English,7.62,College Students,2024-07-12,Profitable,False,3,July,7,Q3,Friday,"Email, Facebook, WhatsApp",Long,0.050456783724245176,0.3707865168539326,0.37662337662337664,0.007046131916547882,75.68860353130016,542.0,0.6766436781609195,235475.66,1
NY-CMP-8400,Email,Working Women,17,"YouTube, WhatsApp, Google",13479,894,260,85,44370,869.07,-0.4,English,9.19,Working Women,2024-07-12,Loss-Making,True,3,July,7,Q3,Friday,"Google, WhatsApp, YouTube",Medium,0.06632539505898064,0.29082774049217003,0.3269230769230769,0.006306105794198383,49.630872483221474,522.0,10.224352941176472,43500.93,0
NY-CMP-10178,Email,Tier 2 City Customers,18,"Google, Facebook, Email",26289,3290,1166,827,564841,160.46,3.26,English,20.1,Youth,2024-07-12,Profitable,False,3,July,7,Q3,Friday,"Email, Facebook, Google",Medium,0.12514740005325423,0.35440729483282674,0.70926243567753,0.031458024268705545,171.68419452887537,683.0,0.19402660217654172,564680.54,1
NY-CMP-22056,Email,Premium Shoppers,8,"Facebook, WhatsApp, Instagram",34088,2207,836,639,492030,461.94,0.67,Hindi,10.8,Premium Shoppers,2024-07-12,Profitable,True,3,July,7,Q3,Friday,"Facebook, Instagram, WhatsApp",Short,0.0647441915043417,0.3787947439963752,0.7643540669856459,0.01874559962450129,222.94064340734027,770.0,0.7229107981220657,491568.06,1
NY-CMP-51829,Email,Tier 2 City Customers,24,"YouTube, Email, Google",17961,1447,374,225,133200,610.8,-0.03,Hindi,11.39,College Students,2024-07-12,Loss-Making,False,3,July,7,Q3,Friday,"Email, Google, YouTube",Long,0.0805634430154223,0.25846579129232894,0.6016042780748663,0.012527142141306163,92.05252246026261,592.0,2.7146666666666666,132589.2,0
NY-CMP-30072,Email,Tier 2 City Customers,5,Google,77822,8228,2743,1101,617661,154.6,2.63,English,15.51,Working Women,2024-07-12,Profitable,False,1,July,7,Q3,Friday,Google,Short,0.10572845724859295,0.33337384540593096,0.4013853445133066,0.014147670324586878,75.06818181818181,561.0,0.14041780199818346,617506.4,1
NY-CMP-38794,Email,Premium Shoppers,25,"WhatsApp, Instagram, YouTube",89656,9910,5942,1850,666000,121.44,1.96,English,19.74,Premium Shoppers,2024-07-12,Profitable,True,3,July,7,Q3,Friday,"Instagram, WhatsApp, YouTube",Long,0.11053359507450701,0.5995963673057517,0.31134298216088857,0.020634424913000802,67.20484359233097,360.0,0.06564324324324325,665878.56,1
NY-CMP-49171,Email,Working Women,14,YouTube,23519,1659,514,156,65364,1861.54,-0.77,Tamil,9.9,Working Women,2024-07-13,Loss-Making,True,1,July,7,Q3,Saturday,YouTube,Medium,0.07053871338067094,0.30982519590114527,0.3035019455252918,0.006632935073770143,39.399638336347195,419.0,11.932948717948717,63502.46,0
NY-CMP-41676,Email,Youth,17,Google,18188,1188,306,170,59500,545.35,-0.36,English,9.15,College Students,2024-07-13,Loss-Making,False,1,July,7,Q3,Saturday,Google,Medium,0.06531779195073675,0.25757575757575757,0.5555555555555556,0.009346822080492633,50.08417508417509,350.0,3.2079411764705883,58954.65,0
NY-CMP-39453,Email,College Students,30,"Email, YouTube",54026,5212,1830,1457,813006,108.26,4.15,English,15.73,Youth,2024-07-13,Profitable,False,2,July,7,Q3,Saturday,"Email, YouTube",Long,0.09647206900381299,0.3511128165771297,0.7961748633879782,0.026968496649761226,155.98733691481198,558.0,0.07430336307481127,812897.74,1
NY-CMP-43233,Email,College Students,9,YouTube,59866,2693,795,618,403554,466.05,0.4,English,6.86,College Students,2024-07-13,Profitable,True,1,July,7,Q3,Saturday,YouTube,Short,0.044983797146961546,0.2952098031934645,0.7773584905660378,0.010323054822436775,149.85295209803192,653.0,0.754126213592233,403087.95,1
NY-CMP-45041,Email,Premium Shoppers,27,"Google, YouTube",86405,4336,2562,1261,767949,162.81,2.74,Bengali,9.44,Working Women,2024-07-13,Profitable,False,2,July,7,Q3,Saturday,"Google, YouTube",Long,0.050182281117990855,0.5908671586715867,0.4921935987509758,0.01459406284358544,177.11000922509226,609.0,0.12911181601903252,767786.19,1
NY-CMP-17214,Email,Premium Shoppers,21,"YouTube, Facebook, Google",71778,8361,1910,818,380370,363.68,0.28,Bengali,15.45,Premium Shoppers,2024-07-13,Profitable,True,3,July,7,Q3,Saturday,"Facebook, Google, YouTube",Long,0.11648415949176628,0.22844157397440498,0.4282722513089005,0.011396249547215024,45.49336203803373,465.0,0.4445965770171149,380006.32,1
NY-CMP-11851,Email,Tier 2 City Customers,19,"Google, Email, WhatsApp",44492,5873,2819,1552,695296,56.0,7.0,Hindi,23.02,College Students,2024-07-13,Profitable,False,3,July,7,Q3,Saturday,"Email, Google, WhatsApp",Medium,0.13200125865324103,0.47999318917078154,0.5505498403689252,0.03488267553717522,118.38855780691298,448.0,0.03608247422680412,695240.0,1
NY-CMP-8222,Email,Premium Shoppers,22,"Facebook, WhatsApp",20272,2799,996,763,191513,160.11,0.57,Tamil,22.48,Premium Shoppers,2024-07-13,Profitable,True,2,July,7,Q3,Saturday,"Facebook, WhatsApp",Long,0.13807221783741122,0.3558413719185423,0.7660642570281124,0.03763812154696133,68.42193640585924,251.0,0.2098427260812582,191352.89,1
NY-CMP-19411,Email,Premium Shoppers,26,"Email, WhatsApp",94787,3688,2073,1026,706914,192.31,2.58,Hindi,7.16,Tier 2 City Customers,2024-07-13,Profitable,False,2,July,7,Q3,Saturday,"Email, WhatsApp",Long,0.03890828911137603,0.5620932754880694,0.49493487698986977,0.01082426915083292,191.6795010845987,689.0,0.1874366471734893,706721.69,1
NY-CMP-53796,Email,Working Women,29,Google,35571,2419,541,394,147750,298.69,0.26,Bengali,9.43,Tier 2 City Customers,2024-07-13,Profitable,False,1,July,7,Q3,Saturday,Google,Long,0.06800483539962329,0.22364613476643241,0.7282809611829945,0.01107643867195187,61.07895824720959,375.0,0.7580964467005076,147451.31,1
NY-CMP-20507,Email,Premium Shoppers,14,YouTube,11093,392,136,104,56888,1718.37,-0.68,Hindi,5.7,Working Women,2024-07-13,Loss-Making,False,1,July,7,Q3,Saturday,YouTube,Medium,0.03533760028847021,0.3469387755102041,0.7647058823529411,0.009375281709185973,145.12244897959184,547.0,16.52278846153846,55169.63,0
NY-CMP-56456,Email,Premium Shoppers,18,Facebook,40530,4944,2736,1601,802101,84.46,4.93,Hindi,22.9,Premium Shoppers,2024-07-13,Profitable,True,1,July,7,Q3,Saturday,Facebook,Medium,0.12198371576609919,0.5533980582524272,0.5851608187134503,0.039501603750308416,162.2372572815534,501.0,0.05275452841973766,802016.54,1
NY-CMP-11916,Email,College Students,30,"Instagram, Facebook",57390,3550,1967,1491,336966,185.63,0.22,Hindi,12.21,Youth,2024-07-13,Profitable,False,2,July,7,Q3,Saturday,"Facebook, Instagram",Long,0.06185746645757101,0.5540845070422535,0.7580071174377224,0.025980135912179823,94.92,226.0,0.12450033534540576,336780.37,1
NY-CMP-51288,Email,College Students,25,Facebook,49729,6205,2248,1003,230690,288.51,-0.2,Bengali,19.02,Working Women,2024-07-13,Loss-Making,False,1,July,7,Q3,Saturday,Facebook,Long,0.12477628747813148,0.3622884770346495,0.4461743772241993,0.02016931770194454,37.178082191780824,230.0,0.2876470588235294,230401.49,0
NY-CMP-23975,Email,Working Women,11,"WhatsApp, Instagram",73691,8635,2564,1421,895230,155.98,3.04,Bengali,17.13,Tier 2 City Customers,2024-07-13,Profitable,False,2,July,7,Q3,Saturday,"Instagram, WhatsApp",Medium,0.11717848855355471,0.29693109438332366,0.5542121684867395,0.01928322318872047,103.6745801968732,630.0,0.10976776917663617,895074.02,1
NY-CMP-20383,Email,Working Women,19,"Email, YouTube",74149,8462,4980,3301,2525265,54.02,13.16,Tamil,22.58,Tier 2 City Customers,2024-07-13,Profitable,False,2,July,7,Q3,Saturday,"Email, YouTube",Medium,0.11412156603595464,0.5885133538170645,0.66285140562249,0.04451846956803194,298.42413141101395,765.0,0.016364737958194486,2525210.98,1
NY-CMP-14477,Email,Working Women,20,Instagram,42993,5309,1409,451,132143,464.25,-0.37,Tamil,16.67,College Students,2024-07-13,Loss-Making,False,1,July,7,Q3,Saturday,Instagram,Medium,0.12348521852394576,0.26539838010924843,0.32008516678495386,0.010490079780429372,24.890374835185533,293.0,1.0293791574279378,131678.75,0
NY-CMP-55821,Email,Tier 2 City Customers,26,"WhatsApp, Instagram",20032,2948,1078,456,313272,490.4,0.4,Tamil,22.37,Working Women,2024-07-13,Profitable,False,2,July,7,Q3,Saturday,"Instagram, WhatsApp",Long,0.14716453674121405,0.3656716417910448,0.4230055658627087,0.022763578274760384,106.26594301221166,687.0,1.075438596491228,312781.6,1
NY-CMP-34439,Email,Tier 2 City Customers,17,Google,64829,7015,2598,1351,370174,110.39,1.48,Tamil,16.91,Tier 2 City Customers,2024-07-13,Profitable,True,1,July,7,Q3,Saturday,Google,Medium,0.10820774653318731,0.37034925160370635,0.5200153964588144,0.020839439139891097,52.768923734853885,274.0,0.08170984455958549,370063.61,1
NY-CMP-41259,Email,Premium Shoppers,5,"Facebook, Instagram, YouTube",27620,3208,1638,1032,495360,122.34,2.92,Hindi,21.28,Working Women,2024-07-13,Profitable,False,3,July,7,Q3,Saturday,"Facebook, Instagram, YouTube",Short,0.11614771904417089,0.5105985037406484,0.63003663003663,0.03736422881969587,154.4139650872818,480.0,0.11854651162790698,495237.66,1
NY-CMP-30147,Email,Tier 2 City Customers,7,WhatsApp,70703,5347,1629,1074,687360,236.6,1.7,Hindi,11.39,Premium Shoppers,2024-07-13,Profitable,False,1,July,7,Q3,Saturday,WhatsApp,Short,0.07562621105186484,0.3046568169066766,0.6593001841620626,0.015190303098878408,128.5505891153918,640.0,0.22029795158286777,687123.4,1
NY-CMP-29976,Email,Premium Shoppers,17,"YouTube, Email, Facebook",38552,5464,3219,1133,870144,146.05,4.26,Bengali,25.46,Working Women,2024-07-13,Profitable,False,3,July,7,Q3,Saturday,"Email, Facebook, YouTube",Medium,0.14173064951234696,0.5891288433382138,0.3519726623174899,0.029388877360448224,159.25036603221085,768.0,0.12890556045895854,869997.95,1
NY-CMP-1388,Email,Youth,11,Instagram,12332,1374,555,324,171720,825.27,-0.36,Hindi,18.27,Youth,2024-07-13,Loss-Making,True,1,July,7,Q3,Saturday,Instagram,Medium,0.11141745053519299,0.4039301310043668,0.5837837837837838,0.02627311060655206,124.97816593886463,530.0,2.5471296296296297,170894.73,0
NY-CMP-18918,Email,Tier 2 City Customers,19,"Instagram, Email",72142,3954,2287,1250,321250,190.26,0.35,Tamil,10.38,Premium Shoppers,2024-07-13,Profitable,False,2,July,7,Q3,Saturday,"Email, Instagram",Medium,0.05480857198303346,0.5784016186140617,0.5465675557498907,0.01732693853788362,81.24683864441073,257.0,0.15220799999999998,321059.74,1
NY-CMP-2043,Email,College Students,5,YouTube,84396,6979,1926,609,182700,133.13,1.25,Tamil,11.27,Working Women,2024-07-13,Profitable,False,1,July,7,Q3,Saturday,YouTube,Short,0.08269349258258685,0.2759707694512108,0.3161993769470405,0.007215981800085312,26.17853560682046,300.0,0.21860426929392446,182566.87,1
NY-CMP-7050,Email,Working Women,11,"Email, Google, YouTube",17517,642,230,75,55125,3088.85,-0.76,Hindi,5.41,College Students,2024-07-13,Loss-Making,False,3,July,7,Q3,Saturday,"Email, Google, YouTube",Medium,0.03665011132043158,0.3582554517133956,0.32608695652173914,0.004281555060798082,85.8644859813084,735.0,41.184666666666665,52036.15,0
NY-CMP-17685,Email,Youth,15,"Google, Email",12679,1826,954,627,215061,325.37,0.05,English,26.87,Working Women,2024-07-13,Profitable,False,2,July,7,Q3,Saturday,"Email, Google",Medium,0.14401766700843915,0.5224534501642936,0.6572327044025157,0.049451849514945974,117.77710843373494,343.0,0.5189314194577352,214735.63,1
NY-CMP-16602,Email,Premium Shoppers,20,Facebook,91512,11107,6027,4751,3069146,40.47,14.96,Bengali,23.91,Working Women,2024-07-13,Profitable,False,1,July,7,Q3,Saturday,Facebook,Medium,0.1213720604947985,0.5426307733861528,0.7882860461257674,0.051916688521723924,276.32538039074456,646.0,0.00851820669332772,3069105.53,1
NY-CMP-5752,Email,College Students,13,"Email, Facebook, WhatsApp",81470,11876,5949,4025,2080925,43.0,11.02,Bengali,26.82,Youth,2024-07-13,Profitable,False,3,July,7,Q3,Saturday,"Email, Facebook, WhatsApp",Medium,0.14577144961335461,0.5009262377905018,0.6765842998823332,0.04940468884251872,175.22103401818794,517.0,0.010683229813664596,2080882.0,1
NY-CMP-35603,Email,Premium Shoppers,24,WhatsApp,20822,1107,320,139,99663,800.1,-0.1,Bengali,7.52,Working Women,2024-07-14,Loss-Making,False,1,July,7,Q3,Sunday,WhatsApp,Long,0.05316492171741427,0.28906955736224027,0.434375,0.006675631543559697,90.02981029810299,717.0,5.756115107913669,98862.9,0
NY-CMP-7929,Email,Tier 2 City Customers,14,"WhatsApp, Google, Email",68829,1391,424,203,77952,1215.62,-0.68,Bengali,2.93,Youth,2024-07-14,Loss-Making,False,3,July,7,Q3,Sunday,"Email, Google, WhatsApp",Medium,0.020209504714582518,0.30481667864845435,0.47877358490566035,0.0029493382149965858,56.04025880661395,384.0,5.988275862068965,76736.38,0
NY-CMP-32603,Email,Working Women,7,Facebook,96362,2849,657,276,149316,846.16,-0.36,English,3.92,Youth,2024-07-14,Loss-Making,False,1,July,7,Q3,Sunday,Facebook,Short,0.029565596396919948,0.2306072306072306,0.4200913242009132,0.0028641995807475976,52.40996840996841,541.0,3.065797101449275,148469.84,0
NY-CMP-51242,Email,Premium Shoppers,12,YouTube,95216,9483,5179,2018,1111918,122.9,3.48,Tamil,17.52,Working Women,2024-07-14,Profitable,False,1,July,7,Q3,Sunday,YouTube,Medium,0.09959460594858006,0.546135189286091,0.3896505116817919,0.021193916988741388,117.25382262996942,551.0,0.06090188305252726,1111795.1,1
NY-CMP-56258,Email,Premium Shoppers,18,Instagram,95627,7544,3247,2449,595107,21.44,10.33,Hindi,13.85,Tier 2 City Customers,2024-07-14,Profitable,False,1,July,7,Q3,Sunday,Instagram,Medium,0.07888985328411433,0.4304082714740191,0.7542346781644595,0.02560992188398674,78.88480911983032,243.0,0.008754593711719069,595085.56,1
NY-CMP-30918,Email,College Students,26,"WhatsApp, Google",30629,2050,1164,608,209760,164.88,1.09,English,12.48,Youth,2024-07-14,Profitable,False,2,July,7,Q3,Sunday,"Google, WhatsApp",Long,0.0669300336282608,0.5678048780487804,0.5223367697594502,0.0198504685102354,102.3219512195122,345.0,0.2711842105263158,209595.12,1
NY-CMP-47963,Email,Premium Shoppers,30,"WhatsApp, Facebook, YouTube",29019,2141,611,229,99844,833.53,-0.48,English,10.27,Premium Shoppers,2024-07-14,Loss-Making,True,3,July,7,Q3,Sunday,"Facebook, WhatsApp, YouTube",Long,0.0737792480788449,0.28538066324147593,0.37479541734860883,0.007891381508666735,46.634283045305935,436.0,3.6398689956331878,99010.47,0
NY-CMP-44477,Email,Premium Shoppers,26,"Facebook, YouTube",45553,3794,1370,535,334375,515.16,0.21,Hindi,12.51,Tier 2 City Customers,2024-07-14,Profitable,False,2,July,7,Q3,Sunday,"Facebook, YouTube",Long,0.08328759906043509,0.3610964681075382,0.3905109489051095,0.011744561280266942,88.13257775434897,625.0,0.9629158878504672,333859.84,1
